ID,PracticeCode,Name,CreatedDate,UpdatedDate
291,7040,Company 7040                                                                                        ,2014-06-17 13:52:08.310,2014-06-17 13:52:08.310
292,5858,Company 5858                                                                                        ,2014-06-17 13:52:08.310,2014-06-17 13:52:08.310
293,2445,Company 2445                                                                                        ,2014-06-17 13:52:08.310,2014-06-17 13:52:08.310
294,6236,Company 6236                                                                                        ,2014-06-17 13:52:08.310,2014-06-17 13:52:08.310
295,3020,Company 3020                                                                                        ,2014-06-17 13:52:08.310,2014-06-17 13:52:08.310
296,5260,Company 5260                                                                                        ,2014-06-17 13:52:08.310,2014-06-17 13:52:08.310
297,3516,Company 3516                                                                                        ,2014-06-17 13:52:08.310,2014-06-17 13:52:08.310
298,1170,Company 1170                                                                                        ,2014-06-17 13:52:08.310,2014-06-17 13:52:08.310
299,8670,Company 8670                                                                                        ,2014-06-17 13:52:08.310,2014-06-17 13:52:08.310
300,1090,Company 1090                                                                                        ,2014-06-17 13:52:08.310,2014-06-17 13:52:08.310
301,2306,Company 2306                                                                                        ,2014-06-17 13:52:08.310,2014-06-17 13:52:08.310
302,6521,Company 6521                                                                                        ,2014-06-17 13:52:08.310,2014-06-17 13:52:08.310
303,4132,Company 4132                                                                                        ,2014-06-17 13:52:08.310,2014-06-17 13:52:08.310
304,4839,Company 4839                                                                                        ,2014-06-17 13:52:08.310,2014-06-17 13:52:08.310
305,2092,Company 2092                                                                                        ,2014-06-17 13:52:08.310,2014-06-17 13:52:08.310
306,9562,Company 9562                                                                                        ,2014-06-17 13:52:08.310,2014-06-17 13:52:08.310
307,8852,Company 8852                                                                                        ,2014-06-17 13:52:08.310,2014-06-17 13:52:08.310
308,4519,Company 4519                                                                                        ,2014-06-17 13:52:08.310,2014-06-17 13:52:08.310
309,1082,Company 1082                                                                                        ,2014-06-17 13:52:08.310,2014-06-17 13:52:08.310
310,6463,Company 6463                                                                                        ,2014-06-17 13:52:08.310,2014-06-17 13:52:08.310
311,5062,Company 5062                                                                                        ,2014-06-17 13:52:08.310,2014-06-17 13:52:08.310
312,4232,Company 4232                                                                                        ,2014-06-17 13:52:08.310,2014-06-17 13:52:08.310
313,3189,Company 3189                                                                                        ,2014-06-17 13:52:08.327,2014-06-17 13:52:08.327
314,9188,Company 9188                                                                                        ,2014-06-17 13:52:08.327,2014-06-17 13:52:08.327
315,6973,Company 6973                                                                                        ,2014-06-17 13:52:08.327,2014-06-17 13:52:08.327
316,8681,Company 8681                                                                                        ,2014-06-17 13:52:08.327,2014-06-17 13:52:08.327
317,7796,Company 7796                                                                                        ,2014-06-17 13:52:08.327,2014-06-17 13:52:08.327
318,5620,Company 5620                                                                                        ,2014-06-17 13:52:08.327,2014-06-17 13:52:08.327
319,3699,Company 3699                                                                                        ,2014-06-17 13:52:08.327,2014-06-17 13:52:08.327
320,5823,Company 5823                                                                                        ,2014-06-17 13:52:08.327,2014-06-17 13:52:08.327
321,1795,Company 1795                                                                                        ,2014-06-17 13:52:08.327,2014-06-17 13:52:08.327
322,1038,Company 1038                                                                                        ,2014-06-17 13:52:08.327,2014-06-17 13:52:08.327
323,4874,Company 4874                                                                                        ,2014-06-17 13:52:08.327,2014-06-17 13:52:08.327
324,4231,Company 4231                                                                                        ,2014-06-17 13:52:08.327,2014-06-17 13:52:08.327
325,8778,Company 8778                                                                                        ,2014-06-17 13:52:08.327,2014-06-17 13:52:08.327
326,9792,Company 9792                                                                                        ,2014-06-17 13:52:08.327,2014-06-17 13:52:08.327
327,6706,Company 6706                                                                                        ,2014-06-17 13:52:08.327,2014-06-17 13:52:08.327
328,9642,Company 9642                                                                                        ,2014-06-17 13:52:08.327,2014-06-17 13:52:08.327
329,3839,Company 3839                                                                                        ,2014-06-17 13:52:08.327,2014-06-17 13:52:08.327
330,2497,Company 2497                                                                                        ,2014-06-17 13:52:08.327,2014-06-17 13:52:08.327
331,4116,Company 4116                                                                                        ,2014-06-17 13:52:08.327,2014-06-17 13:52:08.327
332,1959,Company 1959                                                                                        ,2014-06-17 13:52:08.327,2014-06-17 13:52:08.327
333,7439,Company 7439                                                                                        ,2014-06-17 13:52:08.327,2014-06-17 13:52:08.327
334,3187,Company 3187                                                                                        ,2014-06-17 13:52:08.327,2014-06-17 13:52:08.327
335,5749,Company 5749                                                                                        ,2014-06-17 13:52:08.327,2014-06-17 13:52:08.327
336,9766,Company 9766                                                                                        ,2014-06-17 13:52:08.327,2014-06-17 13:52:08.327
337,9318,Company 9318                                                                                        ,2014-06-17 13:52:08.327,2014-06-17 13:52:08.327
338,5543,Company 5543                                                                                        ,2014-06-17 13:52:08.327,2014-06-17 13:52:08.327
339,5425,Company 5425                                                                                        ,2014-06-17 13:52:08.327,2014-06-17 13:52:08.327
340,6325,Company 6325                                                                                        ,2014-06-17 13:52:08.327,2014-06-17 13:52:08.327
341,5414,Company 5414                                                                                        ,2014-06-17 13:52:08.340,2014-06-17 13:52:08.340
342,3560,Company 3560                                                                                        ,2014-06-17 13:52:08.340,2014-06-17 13:52:08.340
343,2554,Company 2554                                                                                        ,2014-06-17 13:52:08.340,2014-06-17 13:52:08.340
344,8511,Company 8511                                                                                        ,2014-06-17 13:52:08.340,2014-06-17 13:52:08.340
345,3107,Company 3107                                                                                        ,2014-06-17 13:52:08.340,2014-06-17 13:52:08.340
346,4729,Company 4729                                                                                        ,2014-06-17 13:52:08.340,2014-06-17 13:52:08.340
347,9932,Company 9932                                                                                        ,2014-06-17 13:52:08.340,2014-06-17 13:52:08.340
348,7281,Company 7281                                                                                        ,2014-06-17 13:52:08.340,2014-06-17 13:52:08.340
349,9034,Company 9034                                                                                        ,2014-06-17 13:52:08.340,2014-06-17 13:52:08.340
350,3051,Company 3051                                                                                        ,2014-06-17 13:52:08.340,2014-06-17 13:52:08.340
351,8272,Company 8272                                                                                        ,2014-06-17 13:52:08.340,2014-06-17 13:52:08.340
352,8252,Company 8252                                                                                        ,2014-06-17 13:52:08.340,2014-06-17 13:52:08.340
353,1428,Company 1428                                                                                        ,2014-06-17 13:52:08.340,2014-06-17 13:52:08.340
354,3888,Company 3888                                                                                        ,2014-06-17 13:52:08.340,2014-06-17 13:52:08.340
355,4550,Company 4550                                                                                        ,2014-06-17 13:52:08.340,2014-06-17 13:52:08.340
356,8803,Company 8803                                                                                        ,2014-06-17 13:52:08.340,2014-06-17 13:52:08.340
357,3906,Company 3906                                                                                        ,2014-06-17 13:52:08.340,2014-06-17 13:52:08.340
358,7557,Company 7557                                                                                        ,2014-06-17 13:52:08.340,2014-06-17 13:52:08.340
359,4258,Company 4258                                                                                        ,2014-06-17 13:52:08.340,2014-06-17 13:52:08.340
360,2249,Company 2249                                                                                        ,2014-06-17 13:52:08.340,2014-06-17 13:52:08.340
361,2126,Company 2126                                                                                        ,2014-06-17 13:52:08.340,2014-06-17 13:52:08.340
362,3822,Company 3822                                                                                        ,2014-06-17 13:52:08.340,2014-06-17 13:52:08.340
363,8169,Company 8169                                                                                        ,2014-06-17 13:52:08.340,2014-06-17 13:52:08.340
364,7662,Company 7662                                                                                        ,2014-06-17 13:52:08.340,2014-06-17 13:52:08.340
365,6138,Company 6138                                                                                        ,2014-06-17 13:52:08.357,2014-06-17 13:52:08.357
366,1742,Company 1742                                                                                        ,2014-06-17 13:52:08.357,2014-06-17 13:52:08.357
367,8278,Company 8278                                                                                        ,2014-06-17 13:52:08.357,2014-06-17 13:52:08.357
368,9263,Company 9263                                                                                        ,2014-06-17 13:52:08.357,2014-06-17 13:52:08.357
369,5142,Company 5142                                                                                        ,2014-06-17 13:52:08.357,2014-06-17 13:52:08.357
370,3002,Company 3002                                                                                        ,2014-06-17 13:52:08.357,2014-06-17 13:52:08.357
371,1522,Company 1522                                                                                        ,2014-06-17 13:52:08.357,2014-06-17 13:52:08.357
372,1510,Company 1510                                                                                        ,2014-06-17 13:52:08.357,2014-06-17 13:52:08.357
373,7567,Company 7567                                                                                        ,2014-06-17 13:52:08.357,2014-06-17 13:52:08.357
374,3897,Company 3897                                                                                        ,2014-06-17 13:52:08.357,2014-06-17 13:52:08.357
375,4865,Company 4865                                                                                        ,2014-06-17 13:52:08.357,2014-06-17 13:52:08.357
376,7341,Company 7341                                                                                        ,2014-06-17 13:52:08.357,2014-06-17 13:52:08.357
377,4200,Company 4200                                                                                        ,2014-06-17 13:52:08.357,2014-06-17 13:52:08.357
378,6737,Company 6737                                                                                        ,2014-06-17 13:52:08.357,2014-06-17 13:52:08.357
379,6367,Company 6367                                                                                        ,2014-06-17 13:52:08.357,2014-06-17 13:52:08.357
380,6328,Company 6328                                                                                        ,2014-06-17 13:52:08.357,2014-06-17 13:52:08.357
381,4268,Company 4268                                                                                        ,2014-06-17 13:52:08.357,2014-06-17 13:52:08.357
382,6370,Company 6370                                                                                        ,2014-06-17 13:52:08.357,2014-06-17 13:52:08.357
383,7841,Company 7841                                                                                        ,2014-06-17 13:52:08.357,2014-06-17 13:52:08.357
384,3500,Company 3500                                                                                        ,2014-06-17 13:52:08.357,2014-06-17 13:52:08.357
385,2158,Company 2158                                                                                        ,2014-06-17 13:52:08.357,2014-06-17 13:52:08.357
386,4067,Company 4067                                                                                        ,2014-06-17 13:52:08.373,2014-06-17 13:52:08.373
387,7461,Company 7461                                                                                        ,2014-06-17 13:52:08.373,2014-06-17 13:52:08.373
388,6867,Company 6867                                                                                        ,2014-06-17 13:52:08.373,2014-06-17 13:52:08.373
389,3666,Company 3666                                                                                        ,2014-06-17 13:52:08.373,2014-06-17 13:52:08.373
390,5431,Company 5431                                                                                        ,2014-06-17 13:52:08.373,2014-06-17 13:52:08.373
391,7347,Company 7347                                                                                        ,2014-06-17 13:52:08.373,2014-06-17 13:52:08.373
392,5956,Company 5956                                                                                        ,2014-06-17 13:52:08.373,2014-06-17 13:52:08.373
393,7951,Company 7951                                                                                        ,2014-06-17 13:52:08.373,2014-06-17 13:52:08.373
394,9036,Company 9036                                                                                        ,2014-06-17 13:52:08.373,2014-06-17 13:52:08.373
395,4351,Company 4351                                                                                        ,2014-06-17 13:52:08.373,2014-06-17 13:52:08.373
396,5710,Company 5710                                                                                        ,2014-06-17 13:52:08.373,2014-06-17 13:52:08.373
397,2467,Company 2467                                                                                        ,2014-06-17 13:52:08.373,2014-06-17 13:52:08.373
398,6189,Company 6189                                                                                        ,2014-06-17 13:52:08.373,2014-06-17 13:52:08.373
399,4464,Company 4464                                                                                        ,2014-06-17 13:52:08.373,2014-06-17 13:52:08.373
400,6388,Company 6388                                                                                        ,2014-06-17 13:52:08.373,2014-06-17 13:52:08.373
401,7593,Company 7593                                                                                        ,2014-06-17 13:52:08.373,2014-06-17 13:52:08.373
402,4024,Company 4024                                                                                        ,2014-06-17 13:52:08.373,2014-06-17 13:52:08.373
403,5257,Company 5257                                                                                        ,2014-06-17 13:52:08.373,2014-06-17 13:52:08.373
404,2965,Company 2965                                                                                        ,2014-06-17 13:52:08.373,2014-06-17 13:52:08.373
405,1863,Company 1863                                                                                        ,2014-06-17 13:52:08.373,2014-06-17 13:52:08.373
406,2995,Company 2995                                                                                        ,2014-06-17 13:52:08.373,2014-06-17 13:52:08.373
407,4875,Company 4875                                                                                        ,2014-06-17 13:52:08.373,2014-06-17 13:52:08.373
408,9954,Company 9954                                                                                        ,2014-06-17 13:52:08.373,2014-06-17 13:52:08.373
409,3274,Company 3274                                                                                        ,2014-06-17 13:52:08.373,2014-06-17 13:52:08.373
410,2630,Company 2630                                                                                        ,2014-06-17 13:52:08.373,2014-06-17 13:52:08.373
411,3764,Company 3764                                                                                        ,2014-06-17 13:52:08.373,2014-06-17 13:52:08.373
412,9273,Company 9273                                                                                        ,2014-06-17 13:52:08.373,2014-06-17 13:52:08.373
413,5085,Company 5085                                                                                        ,2014-06-17 13:52:08.373,2014-06-17 13:52:08.373
414,9888,Company 9888                                                                                        ,2014-06-17 13:52:08.373,2014-06-17 13:52:08.373
415,5029,Company 5029                                                                                        ,2014-06-17 13:52:08.373,2014-06-17 13:52:08.373
416,2079,Company 2079                                                                                        ,2014-06-17 13:52:08.373,2014-06-17 13:52:08.373
417,1925,Company 1925                                                                                        ,2014-06-17 13:52:08.403,2014-06-17 13:52:08.403
418,6614,Company 6614                                                                                        ,2014-06-17 13:52:08.403,2014-06-17 13:52:08.403
419,8907,Company 8907                                                                                        ,2014-06-17 13:52:08.403,2014-06-17 13:52:08.403
420,8028,Company 8028                                                                                        ,2014-06-17 13:52:08.403,2014-06-17 13:52:08.403
421,8232,Company 8232                                                                                        ,2014-06-17 13:52:08.403,2014-06-17 13:52:08.403
422,5966,Company 5966                                                                                        ,2014-06-17 13:52:08.403,2014-06-17 13:52:08.403
423,2281,Company 2281                                                                                        ,2014-06-17 13:52:08.403,2014-06-17 13:52:08.403
424,4524,Company 4524                                                                                        ,2014-06-17 13:52:08.403,2014-06-17 13:52:08.403
425,2608,Company 2608                                                                                        ,2014-06-17 13:52:08.420,2014-06-17 13:52:08.420
426,5483,Company 5483                                                                                        ,2014-06-17 13:52:08.420,2014-06-17 13:52:08.420
427,3259,Company 3259                                                                                        ,2014-06-17 13:52:08.420,2014-06-17 13:52:08.420
428,9278,Company 9278                                                                                        ,2014-06-17 13:52:08.420,2014-06-17 13:52:08.420
429,9719,Company 9719                                                                                        ,2014-06-17 13:52:08.420,2014-06-17 13:52:08.420
430,8541,Company 8541                                                                                        ,2014-06-17 13:52:08.420,2014-06-17 13:52:08.420
431,4346,Company 4346                                                                                        ,2014-06-17 13:52:08.420,2014-06-17 13:52:08.420
432,2368,Company 2368                                                                                        ,2014-06-17 13:52:08.420,2014-06-17 13:52:08.420
433,2493,Company 2493                                                                                        ,2014-06-17 13:52:08.420,2014-06-17 13:52:08.420
434,3738,Company 3738                                                                                        ,2014-06-17 13:52:08.420,2014-06-17 13:52:08.420
435,5497,Company 5497                                                                                        ,2014-06-17 13:52:08.420,2014-06-17 13:52:08.420
436,9737,Company 9737                                                                                        ,2014-06-17 13:52:08.420,2014-06-17 13:52:08.420
437,8996,Company 8996                                                                                        ,2014-06-17 13:52:08.420,2014-06-17 13:52:08.420
438,7113,Company 7113                                                                                        ,2014-06-17 13:52:08.420,2014-06-17 13:52:08.420
439,1710,Company 1710                                                                                        ,2014-06-17 13:52:08.437,2014-06-17 13:52:08.437
440,2700,Company 2700                                                                                        ,2014-06-17 13:52:08.437,2014-06-17 13:52:08.437
441,1733,Company 1733                                                                                        ,2014-06-17 13:52:08.437,2014-06-17 13:52:08.437
442,3662,Company 3662                                                                                        ,2014-06-17 13:52:08.437,2014-06-17 13:52:08.437
443,9581,Company 9581                                                                                        ,2014-06-17 13:52:08.437,2014-06-17 13:52:08.437
444,9834,Company 9834                                                                                        ,2014-06-17 13:52:08.437,2014-06-17 13:52:08.437
445,3500,Company 3500                                                                                        ,2014-06-17 13:52:08.437,2014-06-17 13:52:08.437
446,3228,Company 3228                                                                                        ,2014-06-17 13:52:08.437,2014-06-17 13:52:08.437
447,5570,Company 5570                                                                                        ,2014-06-17 13:52:08.437,2014-06-17 13:52:08.437
448,7111,Company 7111                                                                                        ,2014-06-17 13:52:08.437,2014-06-17 13:52:08.437
449,5700,Company 5700                                                                                        ,2014-06-17 13:52:08.437,2014-06-17 13:52:08.437
450,8357,Company 8357                                                                                        ,2014-06-17 13:52:08.437,2014-06-17 13:52:08.437
451,8651,Company 8651                                                                                        ,2014-06-17 13:52:08.437,2014-06-17 13:52:08.437
452,2658,Company 2658                                                                                        ,2014-06-17 13:52:08.450,2014-06-17 13:52:08.450
453,7141,Company 7141                                                                                        ,2014-06-17 13:52:08.450,2014-06-17 13:52:08.450
454,8635,Company 8635                                                                                        ,2014-06-17 13:52:08.450,2014-06-17 13:52:08.450
455,3426,Company 3426                                                                                        ,2014-06-17 13:52:08.467,2014-06-17 13:52:08.467
456,7029,Company 7029                                                                                        ,2014-06-17 13:52:08.467,2014-06-17 13:52:08.467
457,7391,Company 7391                                                                                        ,2014-06-17 13:52:08.467,2014-06-17 13:52:08.467
458,5856,Company 5856                                                                                        ,2014-06-17 13:52:08.467,2014-06-17 13:52:08.467
459,7665,Company 7665                                                                                        ,2014-06-17 13:52:08.467,2014-06-17 13:52:08.467
460,9428,Company 9428                                                                                        ,2014-06-17 13:52:08.467,2014-06-17 13:52:08.467
461,1572,Company 1572                                                                                        ,2014-06-17 13:52:08.467,2014-06-17 13:52:08.467
462,3660,Company 3660                                                                                        ,2014-06-17 13:52:08.467,2014-06-17 13:52:08.467
463,1966,Company 1966                                                                                        ,2014-06-17 13:52:08.467,2014-06-17 13:52:08.467
464,3967,Company 3967                                                                                        ,2014-06-17 13:52:08.467,2014-06-17 13:52:08.467
465,9417,Company 9417                                                                                        ,2014-06-17 13:52:08.467,2014-06-17 13:52:08.467
466,6049,Company 6049                                                                                        ,2014-06-17 13:52:08.467,2014-06-17 13:52:08.467
467,1552,Company 1552                                                                                        ,2014-06-17 13:52:08.467,2014-06-17 13:52:08.467
468,9188,Company 9188                                                                                        ,2014-06-17 13:52:08.467,2014-06-17 13:52:08.467
469,7499,Company 7499                                                                                        ,2014-06-17 13:52:08.467,2014-06-17 13:52:08.467
470,6164,Company 6164                                                                                        ,2014-06-17 13:52:08.467,2014-06-17 13:52:08.467
471,8922,Company 8922                                                                                        ,2014-06-17 13:52:08.483,2014-06-17 13:52:08.483
472,1401,Company 1401                                                                                        ,2014-06-17 13:52:08.483,2014-06-17 13:52:08.483
473,3373,Company 3373                                                                                        ,2014-06-17 13:52:08.483,2014-06-17 13:52:08.483
474,2696,Company 2696                                                                                        ,2014-06-17 13:52:08.483,2014-06-17 13:52:08.483
475,7998,Company 7998                                                                                        ,2014-06-17 13:52:08.483,2014-06-17 13:52:08.483
476,7914,Company 7914                                                                                        ,2014-06-17 13:52:08.483,2014-06-17 13:52:08.483
477,5704,Company 5704                                                                                        ,2014-06-17 13:52:08.483,2014-06-17 13:52:08.483
478,3450,Company 3450                                                                                        ,2014-06-17 13:52:08.483,2014-06-17 13:52:08.483
479,9946,Company 9946                                                                                        ,2014-06-17 13:52:08.483,2014-06-17 13:52:08.483
480,8042,Company 8042                                                                                        ,2014-06-17 13:52:08.483,2014-06-17 13:52:08.483
481,4298,Company 4298                                                                                        ,2014-06-17 13:52:08.483,2014-06-17 13:52:08.483
482,8490,Company 8490                                                                                        ,2014-06-17 13:52:08.483,2014-06-17 13:52:08.483
483,4460,Company 4460                                                                                        ,2014-06-17 13:52:08.483,2014-06-17 13:52:08.483
484,8038,Company 8038                                                                                        ,2014-06-17 13:52:08.483,2014-06-17 13:52:08.483
485,3628,Company 3628                                                                                        ,2014-06-17 13:52:08.483,2014-06-17 13:52:08.483
486,6875,Company 6875                                                                                        ,2014-06-17 13:52:08.513,2014-06-17 13:52:08.513
487,2401,Company 2401                                                                                        ,2014-06-17 13:52:08.513,2014-06-17 13:52:08.513
488,3383,Company 3383                                                                                        ,2014-06-17 13:52:08.513,2014-06-17 13:52:08.513
489,5361,Company 5361                                                                                        ,2014-06-17 13:52:08.530,2014-06-17 13:52:08.530
490,7504,Company 7504                                                                                        ,2014-06-17 13:52:08.530,2014-06-17 13:52:08.530
491,8276,Company 8276                                                                                        ,2014-06-17 13:52:08.530,2014-06-17 13:52:08.530
492,5215,Company 5215                                                                                        ,2014-06-17 13:52:08.530,2014-06-17 13:52:08.530
493,9765,Company 9765                                                                                        ,2014-06-17 13:52:08.530,2014-06-17 13:52:08.530
494,5447,Company 5447                                                                                        ,2014-06-17 13:52:08.530,2014-06-17 13:52:08.530
495,6787,Company 6787                                                                                        ,2014-06-17 13:52:08.530,2014-06-17 13:52:08.530
496,4620,Company 4620                                                                                        ,2014-06-17 13:52:08.530,2014-06-17 13:52:08.530
497,7381,Company 7381                                                                                        ,2014-06-17 13:52:08.530,2014-06-17 13:52:08.530
498,3020,Company 3020                                                                                        ,2014-06-17 13:52:08.530,2014-06-17 13:52:08.530
499,9148,Company 9148                                                                                        ,2014-06-17 13:52:08.530,2014-06-17 13:52:08.530
500,5930,Company 5930                                                                                        ,2014-06-17 13:52:08.543,2014-06-17 13:52:08.543
501,1892,Company 1892                                                                                        ,2014-06-17 13:52:08.560,2014-06-17 13:52:08.560
502,9614,Company 9614                                                                                        ,2014-06-17 13:52:08.560,2014-06-17 13:52:08.560
503,4718,Company 4718                                                                                        ,2014-06-17 13:52:08.560,2014-06-17 13:52:08.560
504,5848,Company 5848                                                                                        ,2014-06-17 13:52:08.560,2014-06-17 13:52:08.560
505,1948,Company 1948                                                                                        ,2014-06-17 13:52:08.560,2014-06-17 13:52:08.560
506,6058,Company 6058                                                                                        ,2014-06-17 13:52:08.560,2014-06-17 13:52:08.560
507,9003,Company 9003                                                                                        ,2014-06-17 13:52:08.560,2014-06-17 13:52:08.560
508,2856,Company 2856                                                                                        ,2014-06-17 13:52:08.560,2014-06-17 13:52:08.560
509,4307,Company 4307                                                                                        ,2014-06-17 13:52:08.560,2014-06-17 13:52:08.560
510,1165,Company 1165                                                                                        ,2014-06-17 13:52:08.560,2014-06-17 13:52:08.560
511,9270,Company 9270                                                                                        ,2014-06-17 13:52:08.560,2014-06-17 13:52:08.560
512,9673,Company 9673                                                                                        ,2014-06-17 13:52:08.560,2014-06-17 13:52:08.560
513,6178,Company 6178                                                                                        ,2014-06-17 13:52:08.560,2014-06-17 13:52:08.560
514,1783,Company 1783                                                                                        ,2014-06-17 13:52:08.560,2014-06-17 13:52:08.560
515,6503,Company 6503                                                                                        ,2014-06-17 13:52:08.560,2014-06-17 13:52:08.560
516,9800,Company 9800                                                                                        ,2014-06-17 13:52:08.560,2014-06-17 13:52:08.560
517,4753,Company 4753                                                                                        ,2014-06-17 13:52:08.560,2014-06-17 13:52:08.560
518,8773,Company 8773                                                                                        ,2014-06-17 13:52:08.560,2014-06-17 13:52:08.560
519,9595,Company 9595                                                                                        ,2014-06-17 13:52:08.560,2014-06-17 13:52:08.560
520,7685,Company 7685                                                                                        ,2014-06-17 13:52:08.560,2014-06-17 13:52:08.560
521,8928,Company 8928                                                                                        ,2014-06-17 13:52:08.560,2014-06-17 13:52:08.560
522,3324,Company 3324                                                                                        ,2014-06-17 13:52:08.560,2014-06-17 13:52:08.560
523,2299,Company 2299                                                                                        ,2014-06-17 13:52:08.560,2014-06-17 13:52:08.560
524,3201,Company 3201                                                                                        ,2014-06-17 13:52:08.577,2014-06-17 13:52:08.577
525,6265,Company 6265                                                                                        ,2014-06-17 13:52:08.577,2014-06-17 13:52:08.577
526,5295,Company 5295                                                                                        ,2014-06-17 13:52:08.577,2014-06-17 13:52:08.577
527,3662,Company 3662                                                                                        ,2014-06-17 13:52:08.577,2014-06-17 13:52:08.577
528,5001,Company 5001                                                                                        ,2014-06-17 13:52:08.577,2014-06-17 13:52:08.577
529,9849,Company 9849                                                                                        ,2014-06-17 13:52:08.577,2014-06-17 13:52:08.577
530,5754,Company 5754                                                                                        ,2014-06-17 13:52:08.577,2014-06-17 13:52:08.577
531,2742,Company 2742                                                                                        ,2014-06-17 13:52:08.577,2014-06-17 13:52:08.577
532,8696,Company 8696                                                                                        ,2014-06-17 13:52:08.577,2014-06-17 13:52:08.577
533,6370,Company 6370                                                                                        ,2014-06-17 13:52:08.577,2014-06-17 13:52:08.577
534,8387,Company 8387                                                                                        ,2014-06-17 13:52:08.577,2014-06-17 13:52:08.577
535,8849,Company 8849                                                                                        ,2014-06-17 13:52:08.577,2014-06-17 13:52:08.577
536,9552,Company 9552                                                                                        ,2014-06-17 13:52:08.577,2014-06-17 13:52:08.577
537,9862,Company 9862                                                                                        ,2014-06-17 13:52:08.577,2014-06-17 13:52:08.577
538,8937,Company 8937                                                                                        ,2014-06-17 13:52:08.577,2014-06-17 13:52:08.577
539,2426,Company 2426                                                                                        ,2014-06-17 13:52:08.577,2014-06-17 13:52:08.577
540,8541,Company 8541                                                                                        ,2014-06-17 13:52:08.577,2014-06-17 13:52:08.577
541,3755,Company 3755                                                                                        ,2014-06-17 13:52:08.577,2014-06-17 13:52:08.577
542,9638,Company 9638                                                                                        ,2014-06-17 13:52:08.577,2014-06-17 13:52:08.577
543,9853,Company 9853                                                                                        ,2014-06-17 13:52:08.577,2014-06-17 13:52:08.577
544,4321,Company 4321                                                                                        ,2014-06-17 13:52:08.577,2014-06-17 13:52:08.577
545,8970,Company 8970                                                                                        ,2014-06-17 13:52:08.577,2014-06-17 13:52:08.577
546,8179,Company 8179                                                                                        ,2014-06-17 13:52:08.577,2014-06-17 13:52:08.577
547,9804,Company 9804                                                                                        ,2014-06-17 13:52:08.577,2014-06-17 13:52:08.577
548,1359,Company 1359                                                                                        ,2014-06-17 13:52:08.577,2014-06-17 13:52:08.577
549,1652,Company 1652                                                                                        ,2014-06-17 13:52:08.577,2014-06-17 13:52:08.577
550,5925,Company 5925                                                                                        ,2014-06-17 13:52:08.577,2014-06-17 13:52:08.577
551,3920,Company 3920                                                                                        ,2014-06-17 13:52:08.577,2014-06-17 13:52:08.577
552,1577,Company 1577                                                                                        ,2014-06-17 13:52:08.577,2014-06-17 13:52:08.577
553,2049,Company 2049                                                                                        ,2014-06-17 13:52:08.577,2014-06-17 13:52:08.577
554,6385,Company 6385                                                                                        ,2014-06-17 13:52:08.577,2014-06-17 13:52:08.577
555,9140,Company 9140                                                                                        ,2014-06-17 13:52:08.577,2014-06-17 13:52:08.577
556,9771,Company 9771                                                                                        ,2014-06-17 13:52:08.577,2014-06-17 13:52:08.577
557,4518,Company 4518                                                                                        ,2014-06-17 13:52:08.577,2014-06-17 13:52:08.577
558,3703,Company 3703                                                                                        ,2014-06-17 13:52:08.577,2014-06-17 13:52:08.577
559,3430,Company 3430                                                                                        ,2014-06-17 13:52:08.577,2014-06-17 13:52:08.577
560,6517,Company 6517                                                                                        ,2014-06-17 13:52:08.577,2014-06-17 13:52:08.577
561,8974,Company 8974                                                                                        ,2014-06-17 13:52:08.577,2014-06-17 13:52:08.577
562,5641,Company 5641                                                                                        ,2014-06-17 13:52:08.577,2014-06-17 13:52:08.577
563,3401,Company 3401                                                                                        ,2014-06-17 13:52:08.577,2014-06-17 13:52:08.577
564,3029,Company 3029                                                                                        ,2014-06-17 13:52:08.590,2014-06-17 13:52:08.590
565,8773,Company 8773                                                                                        ,2014-06-17 13:52:08.590,2014-06-17 13:52:08.590
566,2949,Company 2949                                                                                        ,2014-06-17 13:52:08.623,2014-06-17 13:52:08.623
567,9374,Company 9374                                                                                        ,2014-06-17 13:52:08.623,2014-06-17 13:52:08.623
568,1368,Company 1368                                                                                        ,2014-06-17 13:52:08.623,2014-06-17 13:52:08.623
569,5830,Company 5830                                                                                        ,2014-06-17 13:52:08.623,2014-06-17 13:52:08.623
570,4717,Company 4717                                                                                        ,2014-06-17 13:52:08.623,2014-06-17 13:52:08.623
571,6313,Company 6313                                                                                        ,2014-06-17 13:52:08.623,2014-06-17 13:52:08.623
572,2381,Company 2381                                                                                        ,2014-06-17 13:52:08.623,2014-06-17 13:52:08.623
573,8369,Company 8369                                                                                        ,2014-06-17 13:52:08.623,2014-06-17 13:52:08.623
574,7819,Company 7819                                                                                        ,2014-06-17 13:52:08.623,2014-06-17 13:52:08.623
575,6855,Company 6855                                                                                        ,2014-06-17 13:52:08.623,2014-06-17 13:52:08.623
576,4770,Company 4770                                                                                        ,2014-06-17 13:52:08.623,2014-06-17 13:52:08.623
577,5392,Company 5392                                                                                        ,2014-06-17 13:52:08.623,2014-06-17 13:52:08.623
578,1538,Company 1538                                                                                        ,2014-06-17 13:52:08.623,2014-06-17 13:52:08.623
579,1156,Company 1156                                                                                        ,2014-06-17 13:52:08.623,2014-06-17 13:52:08.623
580,9188,Company 9188                                                                                        ,2014-06-17 13:52:08.623,2014-06-17 13:52:08.623
581,6460,Company 6460                                                                                        ,2014-06-17 13:52:08.623,2014-06-17 13:52:08.623
